comment,label,comment_length,comment_cleaned
با کیفت خوب و خوش قولی می‌تونید اعتماد مشتریاتون رو بیشتر جلب کنید وقتی همه چیز وجود داره چرا بهترین نباشین,0,107,با کیفت خوب و خوش قولی میتونید اعتماد مشتریاتون رو بیشتر جلب کنید وقتی همه چیز وجود داره چرا بهترین نباشین
خیلی زود به دستم رسید و قشنگ داخلش پر بود دمش گرم واقعا چسبید,1,61,خیلی زود به دستم رسید و قشنگ داخلش پر بود دمش گرم واقعا چسبید
ما گشتیم پسته نداشت عسلم نداشت اما بد نبود ولی کاش به حد معجون بابارحیم برسید موفق باشید,1,88,ما گشتیم پسته نداشت عسلم نداشت اما بد نبود ولی کاش به حد معجون بابارحیم برسید موفق باشید
یه بار خیلی زود میاد یه بار خیلی خیلی دیر,1,41,یه بار خیلی زود میاد یه بار خیلی خیلی دیر
نان سوخته و بیات وکیفیت بسیار پایین آرد,0,39,نان سوخته و بیات وکیفیت بسیار پایین آرد
نان کاملا بیات ارسال‌شده بود با تاریخ انقضای فردا,0,49,نان کاملا بیات ارسالشده بود با تاریخ انقضای فردا
لطفا مقادیر نیم کیلو و ۲۵۰ گرم مخصوصا برای ژامبون اضافه شود.,1,60,لطفا مقادیر نیم کیلو و  گرم مخصوصا برای ژامبون اضافه شود
اولا ۱ سیخ بود، دوما خام بود و طعم بدی داشت، اما جوجشون خوب بود,0,63,اولا  سیخ بود دوما خام بود و طعم بدی داشت اما جوجشون خوب بود
مثل همیشه با کیفیت اما پنیرش خیلی کم شده و حجم پپرونی ونان هم همینطور وقتی قیمت با مالیات نزدیک ۴۰ تومن درمیاد و حتی نه تزئین داره نه قارچ نه فلفل و ذرت و خودمونم از پپرونی انتظار همین فرمت ساده رو داریم اما از حجم زدن یعنی ….,1,226,مثل همیشه با کیفیت اما پنیرش خیلی کم شده و حجم پپرونی ونان هم همینطور وقتی قیمت با مالیات نزدیک  تومن درمیاد و حتی نه تزئین داره نه قارچ نه فلفل و ذرت و خودمونم از پپرونی انتظار همین فرمت ساده رو داریم اما از حجم زدن یعنی
متاسفانه نون پیتزا کاملا شل و حالت خمیری شده بود؛ که واقعا نکته منفی برای پیتزاست! غذا طبق زمانبندی رسید، اما با این حال خیلی دیر بود. حدود ۱ ساعت طول کشید!,0,156,متاسفانه نون پیتزا کاملا شل و حالت خمیری شده بود که واقعا نکته منفی برای پیتزاست غذا طبق زمانبندی رسید اما با این حال خیلی دیر بود حدود  ساعت طول کشید
موس شکلات که کاملا پخش‌شده بود تو جعبه شکل ظاهریش به هم ریخته بود همه روی‌هم افتاده بود، پای سیب هم کناراش خالی‌شده بود اصلا شکل شیک و تمیزی نداشت فقط طعمش خوب بود,0,163,موس شکلات که کاملا پخششده بود تو جعبه شکل ظاهریش به هم ریخته بود همه رویهم افتاده بود پای سیب هم کناراش خالیشده بود اصلا شکل شیک و تمیزی نداشت فقط طعمش خوب بود
ممنون از سرویس‌دهی به موقع,1,26,ممنون از سرویسدهی به موقع
به قدری متاسفانه کباب بد طبخ شده بود که مجبور شدم بندازمش بره … بیرونش کاملا سوخته و داخلش ژله‌ای و خام، تلخه تلخ … واقعا متاسف شدم,0,131,به قدری متاسفانه کباب بد طبخ شده بود که مجبور شدم بندازمش بره  بیرونش کاملا سوخته و داخلش ژلهای و خام تلخه تلخ  واقعا متاسف شدم
نان برگر‌بسیار مونده و بیات بود، غذا سرد، سیب‌زمینی سرد و کهنه، زمان تحویل بیش‌از یک ساعت، حیف زمان و پولی که آدم بخواد بزاره،,0,126,نان برگربسیار مونده و بیات بود غذا سرد سیبزمینی سرد و کهنه زمان تحویل بیشاز یک ساعت حیف زمان و پولی که آدم بخواد بزاره
سلام پیتزا مخصوص پ-ن- طعم خوبی داشت ممنونم، اما مرغ سوخاری متاسفانه با روغن سوخته سرخ‌شده بود و طعم جالبی نداشت.,1,112,سلام پیتزا مخصوص پن طعم خوبی داشت ممنونم اما مرغ سوخاری متاسفانه با روغن سوخته سرخشده بود و طعم جالبی نداشت
برشته نبود اصلا به کیفیت قبل نبود نمیدونم چرا تا از یه جا تعریف می‌کنیم فوری خراب میشه,1,86,برشته نبود اصلا به کیفیت قبل نبود نمیدونم چرا تا از یه جا تعریف میکنیم فوری خراب میشه
اینبار عالی نه ولی خوب بود.,1,27,اینبار عالی نه ولی خوب بود
زمان رسیدن طولانی است,1,21,زمان رسیدن طولانی است
با سلام و خسته نباشید کیفیت رستورات باروژ همیشه سبب اعتماد مشتریان بوده است و به نظر می‌رسد اعمال تخفیف ۳۰ ٪ توسط خود رستوران سبب کاهش کیفیت گردیده که این مهم برای برند باروژ شایسته نمی‌باشد. با سپاس از شما,0,206,با سلام و خسته نباشید کیفیت رستورات باروژ همیشه سبب اعتماد مشتریان بوده است و به نظر میرسد اعمال تخفیف   توسط خود رستوران سبب کاهش کیفیت گردیده که این مهم برای برند باروژ شایسته نمیباشد با سپاس از شما
دستشون درد نکنه واقعا. با من تماس گرفتن اجازه بگیرن واسه تغییر برند انتخابی. گفتن این خرمایی که سفارش دادین کمی ریزه. خرمای بهتر براتون میذارم. واقعا ممنونم ازشون.,1,163,دستشون درد نکنه واقعا با من تماس گرفتن اجازه بگیرن واسه تغییر برند انتخابی گفتن این خرمایی که سفارش دادین کمی ریزه خرمای بهتر براتون میذارم واقعا ممنونم ازشون
کیک یخچالی کاکائو مغزدار سفارش دادیم اما کاملا کیک دیگه‌ای تحویل داده‌شده. لطفا اگه موجود ندارید لطفا زنگ بزنید و بگید نداریم! در ضمن پیک تحویل کیک خوب بود و سالم تحویل داده شد.,0,177,کیک یخچالی کاکائو مغزدار سفارش دادیم اما کاملا کیک دیگهای تحویل دادهشده لطفا اگه موجود ندارید لطفا زنگ بزنید و بگید نداریم در ضمن پیک تحویل کیک خوب بود و سالم تحویل داده شد
ساندویچ جز چندتیکه سوسیس هیچی نداشت نسبت به قیمت واقعا بد و کم بود سوپ بسیار بدمزه مزه آرد می‌داد فقژ,0,101,ساندویچ جز چندتیکه سوسیس هیچی نداشت نسبت به قیمت واقعا بد و کم بود سوپ بسیار بدمزه مزه آرد میداد فقژ
با سلام من از شما انتظار بالایی داشتم ای کاش پیتزا رو براتون می‌فرستادم خودتون می‌خوردید کیفیت پایین و سرد، جالبه که مرغ سوخاری گرم بود!!!!!!!,0,142,با سلام من از شما انتظار بالایی داشتم ای کاش پیتزا رو براتون میفرستادم خودتون میخوردید کیفیت پایین و سرد جالبه که مرغ سوخاری گرم بود
من نان محلی کنجدی خواسته بودم سیاه دونه فرستادین متاسفانه,1,57,من نان محلی کنجدی خواسته بودم سیاه دونه فرستادین متاسفانه
هم تاخیر داشت به شدت هم کیفیت نداشت نسبت به قیمت,0,48,هم تاخیر داشت به شدت هم کیفیت نداشت نسبت به قیمت
